train_loss, test_loss, train_acc, test_acc
1.7158212857437134, 1.6878729806900024, 36.78, 41.959999999999994
1.180415602684021, 1.0945217734336854, 57.376000000000005, 62.6
0.9312931930160523, 0.9449247292518616, 66.82000000000001, 68.67
0.7732465368270874, 0.6822779896736145, 73.03, 76.69
0.6793334809494018, 0.632167585849762, 76.454, 77.84
0.604527322101593, 0.7040807950019836, 78.946, 77.41
0.5539199962234497, 0.5932659330368042, 80.83, 80.10000000000001
0.5123647599220276, 0.7045593712806701, 82.182, 77.27000000000001
0.4764985189151764, 0.5826935554981232, 83.598, 81.01
0.4499597838306427, 0.5346665518760682, 84.48, 81.88
0.4205761708641052, 0.48471589517593383, 85.55199999999999, 83.73
0.3999082179737091, 0.48929110379219054, 86.098, 83.86
0.37541840598106385, 0.44818841991424563, 87.03999999999999, 84.85000000000001
0.3597372154045105, 0.47929169974327085, 87.414, 84.17
0.3454324765777588, 0.40331362109184266, 88.018, 86.71
0.3316206609630585, 0.4121374234676361, 88.468, 86.50999999999999
0.3196010134792328, 0.43239893789291384, 88.774, 85.48
0.29976095640182493, 0.39968252115249636, 89.582, 87.02
0.290247122836113, 0.37397611298561095, 89.88199999999999, 87.64999999999999
0.27938232382774353, 0.4391112907409668, 90.23400000000001, 86.00999999999999
0.26825123514652255, 0.3582309263706207, 90.652, 88.58
0.259967882976532, 0.37893024458885194, 91.00399999999999, 87.92999999999999
0.25551594636917113, 0.3803244410037994, 91.08000000000001, 87.77000000000001
0.24282007699966432, 0.31829632182121276, 91.396, 89.87
0.2340766843700409, 0.36129476690292356, 91.794, 88.11
0.229746687207222, 0.40420765523910523, 91.948, 87.21
0.2215751550102234, 0.3732785193681717, 92.182, 88.19
0.2192008173751831, 0.34177164254188536, 92.35799999999999, 89.01
0.2090755071401596, 0.3548285789012909, 92.65, 88.7
0.20078720313072204, 0.35148073921203615, 93.082, 89.28
0.19971948692321778, 0.3856596079826355, 92.94200000000001, 87.57000000000001
0.19091494281291962, 0.3833819974899292, 93.316, 88.19
0.18574433596134185, 0.34017655296325683, 93.49, 89.24
0.1814275459909439, 0.35274791909456255, 93.618, 89.25999999999999
0.17869575879096986, 0.3278079483509064, 93.718, 89.73
0.1672571905326843, 0.31174764699935914, 94.13, 90.21000000000001
0.16975139355659485, 0.3381552001953125, 94.098, 89.91
0.16251313270568848, 0.35750727310180663, 94.312, 89.33
0.16000468165040016, 0.3443475413322449, 94.416, 89.79
0.15924245240688323, 0.32054420318603516, 94.418, 90.42
0.1496040212392807, 0.3639488052368164, 94.818, 89.42999999999999
0.15311806433200836, 0.31455335097312925, 94.682, 90.46
0.14767581665992738, 0.3085677189826965, 94.806, 90.64999999999999
0.14194315484523773, 0.317563014793396, 95.024, 90.11
0.1436602345943451, 0.3057207273006439, 94.95, 90.69
0.1437458280658722, 0.33094762573242187, 94.958, 89.92999999999999
0.1328624767589569, 0.380428204202652, 95.354, 89.2
0.13213647551059723, 0.31783078274726867, 95.41, 90.53999999999999
0.12690089064598084, 0.33601110913753507, 95.6, 90.11
0.13003281846523285, 0.3114260313987732, 95.48400000000001, 90.72
0.12634696040630342, 0.3385313313007355, 95.62, 90.5
0.11930453149318695, 0.36528677299022677, 95.868, 89.56
0.12012424729347229, 0.38576757764816283, 95.768, 88.94999999999999
0.11890066432476044, 0.2963290910243988, 95.83, 91.21000000000001
0.11667365819454194, 0.3093533312797546, 95.89800000000001, 91.23
0.1141976101899147, 0.32303132481575014, 96.0, 90.62
0.11556274995803834, 0.3199127423286438, 96.012, 90.75
0.10871421320915223, 0.30877462682724, 96.172, 91.21000000000001
0.10615894345641136, 0.2961544736862183, 96.298, 91.38
0.10563005312681198, 0.3061687137126923, 96.314, 90.63
0.1049668471121788, 0.3459439340591431, 96.428, 90.5
0.10678784930586815, 0.3060322457790375, 96.284, 91.38
0.10078313372612, 0.3042039035797119, 96.402, 91.5
0.10394003302097321, 0.3476644055604935, 96.332, 90.36
0.09899608484268188, 0.3117741428852081, 96.576, 91.07
0.10087932449579239, 0.3208580452442169, 96.48400000000001, 90.94
0.09965088079452515, 0.30409673215150834, 96.548, 91.24
0.09742987380504609, 0.3220063672065735, 96.624, 91.17
0.09424375751256943, 0.3442558886528015, 96.694, 90.7
0.09204481412649154, 0.3372150062084198, 96.796, 90.74
0.09381746328353882, 0.3189975456237793, 96.732, 91.02
0.09336179207324982, 0.28800512628555297, 96.76, 91.8
0.09111748190641403, 0.36495809183120725, 96.866, 90.45
0.08735814049720764, 0.3234516597032547, 96.946, 91.38
0.08441100050449371, 0.3351131128311157, 97.08, 91.19
0.08661903932332993, 0.3211818452358246, 97.08, 91.22
0.08712754624724388, 0.3116454876422882, 97.042, 91.01
0.08363878316044808, 0.3096031160593033, 97.16799999999999, 91.25
0.08515420071601867, 0.31427639549970626, 96.982, 91.25999999999999
0.0837874011850357, 0.38931279335021973, 97.15, 89.94
0.0845209811091423, 0.3289624317482114, 97.11800000000001, 90.86999999999999
0.08091840416908264, 0.28973864030838015, 97.224, 91.38
0.0808672881281376, 0.325370046043396, 97.276, 91.21000000000001
0.07835252879261971, 0.32390659136772154, 97.33800000000001, 91.2
0.08105785443544387, 0.3219512412071228, 97.184, 91.22
0.07701321891069413, 0.31298140811920167, 97.342, 91.34
